,death times,events
0,12,1
1,20,1
2,22,1
3,22,1
4,24,1
5,24,1
6,24,1
7,24,1
8,24,1
9,24,1
10,24,1
11,24,1
12,24,1
13,24,1
14,24,1
15,24,1
16,24,1
17,26,1
18,26,1
19,26,1
20,26,1
21,26,1
22,26,1
23,26,1
24,26,1
25,26,1
26,26,1
27,26,1
28,26,1
29,26,1
30,26,1
31,26,1
32,28,1
33,28,1
34,28,1
35,28,1
36,28,1
37,28,1
38,28,1
39,28,1
40,28,1
41,28,1
42,28,1
43,28,1
44,28,1
45,28,1
46,28,1
47,28,1
48,28,1
49,28,1
50,28,1
51,28,1
52,28,1
53,28,1
54,28,1
55,28,1
56,28,1
57,30,1
58,30,1
59,30,1
60,30,1
61,30,1
62,30,1
63,30,1
64,30,1
65,30,1
66,30,1
67,30,1
68,30,1
69,30,1
70,30,1
71,30,1
72,30,1
73,30,1
74,30,1
75,30,1
76,30,1
77,30,1
78,30,1
79,32,1
80,32,1
81,32,1
82,32,1
83,32,1
84,32,1
85,32,1
86,32,1
87,34,1
88,34,1
89,34,1
90,34,1
91,34,1
92,34,1
93,34,1
94,36,1
95,36,1
96,36,1
97,38,1
98,38,1
99,38,1
100,38,1
101,38,1
102,38,1
103,40,1
104,40,1
105,40,1
106,42,1
107,42,1
108,42,1
109,24,0
110,26,0
111,26,0
112,30,0
113,30,0
114,30,0
115,30,0
116,30,0
117,30,0
118,32,0
119,32,0
120,34,0
121,38,0
122,40,0
123,42,0
124,9,1
125,19,1
126,23,1
127,25,1
128,25,1
129,25,1
130,25,1
131,25,1
132,25,1
133,25,1
134,25,1
135,25,1
136,25,1
137,25,1
138,25,1
139,25,1
140,27,1
141,27,1
142,27,1
143,27,1
144,27,1
145,27,1
146,27,1
147,27,1
148,27,1
149,27,1
150,27,1
151,27,1
152,27,1
153,27,1
154,27,1
155,27,1
156,27,1
157,27,1
158,27,1
159,27,1
160,27,1
161,29,1
162,29,1
163,29,1
164,29,1
165,29,1
166,29,1
167,29,1
168,29,1
169,29,1
170,29,1
171,29,1
172,29,1
173,29,1
174,29,1
175,29,1
176,29,1
177,29,1
178,29,1
179,29,1
180,29,1
181,29,1
182,29,1
183,31,1
184,31,1
185,31,1
186,31,1
187,31,1
188,31,1
189,31,1
190,31,1
191,31,1
192,31,1
