log,unique_samples,lnprobs_density,posterior,dthetas,evidence,config_params,help_text,prior_lnprobs,prior_unique_samples,prior_posterior,prior_dthetas,prior
"[True, True, True, True, True]","[1.001952829792524, 5.099421707082458, -1.0327497387222477, 1.5893784645346622, 2.019633946405639]",-80548.7225414541,-263.65901054984715,"[0.04942373658051846, 0.014031516250980758, 0.056031919983818845, 0.07551437772542702, 0.003120304050857392]",-80303.57239548356,"{'h5_file_name': 'Denmark1890hom', 'folder': 'baysian01/simulation_results/HUMAN/Denmark_M_1890_homo', 'nsteps': 5000, 'time_step_multiplier': 38, 'npeople': 20000, 't_end': 110, 'n_jobs': '500', 'nwalkers': 10, 'n_mcmc_steps': 1000, 'job_name': 'Denmark1890Mhom', 'initial_memory': '1', 'max_memory': '1', 'name': 'Denmark_M_1890_homo', 'run_file_mcmc': 'baysian01/humans/run_mcmc_hetro.csh', 'metric': 'baysian', 'data_file': 'baysian01/datasets/HUMANS/Denmark_male_1890.csv', 'seed_file': 'baysian01/seeds/HUMANS/Humans_M.csv', 'variations': [[0.1, 10], [0.1, 10], [0.1, 10], [0.1, 10], [0.8, 1.2]], 'prior': [5, 5, 5, 5, [0.7, 1.3]], 'transform': True, 'time_range': [40, 110], 'external_hazard': '5.82189056313653', 'mcmc': 'True', 'queue': 'long', 'results_csv_file_name': 'Denmark_M_1890_homo.csv', 'index': '1', 'hetro': False, 'submission_folder': 'baysian01/simulation_results/HUMAN/Denmark_M_1890_homo/Denmark_M_1890_homo_submit_26_01_2025'}",run from baysian01,0.0,,,,False
"[True, True, True, True, True]","[1.0513765663730426, 5.2116738370903, -1.2568774186575227, 1.8914359754363708, 1.9478669532359192]",-80563.72736092529,-278.6638300210325,"[0.049423736580518574, 0.014031516250980758, 0.05603191998381862, 0.07551437772542702, 0.003120304050857392]",-80303.57239548356,"{'h5_file_name': 'Denmark1890hom', 'folder': 'baysian01/simulation_results/HUMAN/Denmark_M_1890_homo', 'nsteps': 5000, 'time_step_multiplier': 38, 'npeople': 20000, 't_end': 110, 'n_jobs': '500', 'nwalkers': 10, 'n_mcmc_steps': 1000, 'job_name': 'Denmark1890Mhom', 'initial_memory': '1', 'max_memory': '1', 'name': 'Denmark_M_1890_homo', 'run_file_mcmc': 'baysian01/humans/run_mcmc_hetro.csh', 'metric': 'baysian', 'data_file': 'baysian01/datasets/HUMANS/Denmark_male_1890.csv', 'seed_file': 'baysian01/seeds/HUMANS/Humans_M.csv', 'variations': [[0.1, 10], [0.1, 10], [0.1, 10], [0.1, 10], [0.8, 1.2]], 'prior': [5, 5, 5, 5, [0.7, 1.3]], 'transform': True, 'time_range': [40, 110], 'external_hazard': '5.82189056313653', 'mcmc': 'True', 'queue': 'long', 'results_csv_file_name': 'Denmark_M_1890_homo.csv', 'index': '1', 'hetro': False, 'submission_folder': 'baysian01/simulation_results/HUMAN/Denmark_M_1890_homo/Denmark_M_1890_homo_submit_26_01_2025'}",run from baysian01,0.0,,,,False
"[True, True, True, True, True]","[1.0513765663730426, 5.422146580855006, -1.3129093386413415, 1.2118065759075267, 1.8979420884222011]",-81076.1451879894,-791.0816570851457,"[0.049423736580518574, 0.014031516250980758, 0.056031919983818845, 0.07551437772542702, 0.003120304050857392]",-80303.57239548356,"{'h5_file_name': 'Denmark1890hom', 'folder': 'baysian01/simulation_results/HUMAN/Denmark_M_1890_homo', 'nsteps': 5000, 'time_step_multiplier': 38, 'npeople': 20000, 't_end': 110, 'n_jobs': '500', 'nwalkers': 10, 'n_mcmc_steps': 1000, 'job_name': 'Denmark1890Mhom', 'initial_memory': '1', 'max_memory': '1', 'name': 'Denmark_M_1890_homo', 'run_file_mcmc': 'baysian01/humans/run_mcmc_hetro.csh', 'metric': 'baysian', 'data_file': 'baysian01/datasets/HUMANS/Denmark_male_1890.csv', 'seed_file': 'baysian01/seeds/HUMANS/Humans_M.csv', 'variations': [[0.1, 10], [0.1, 10], [0.1, 10], [0.1, 10], [0.8, 1.2]], 'prior': [5, 5, 5, 5, [0.7, 1.3]], 'transform': True, 'time_range': [40, 110], 'external_hazard': '5.82189056313653', 'mcmc': 'True', 'queue': 'long', 'results_csv_file_name': 'Denmark_M_1890_homo.csv', 'index': '1', 'hetro': False, 'submission_folder': 'baysian01/simulation_results/HUMAN/Denmark_M_1890_homo/Denmark_M_1890_homo_submit_26_01_2025'}",run from baysian01,0.0,,,,False
"[True, True, True, True, True]","[1.100800302953561, 4.959106544572654, -0.8646539787707916, 2.495550997239788, 1.9915512099479227]",-80731.90932145264,-446.84579054838105,"[0.049423736580518574, 0.01403151625097987, 0.056031919983818734, 0.07551437772542702, 0.003120304050857392]",-80303.57239548356,"{'h5_file_name': 'Denmark1890hom', 'folder': 'baysian01/simulation_results/HUMAN/Denmark_M_1890_homo', 'nsteps': 5000, 'time_step_multiplier': 38, 'npeople': 20000, 't_end': 110, 'n_jobs': '500', 'nwalkers': 10, 'n_mcmc_steps': 1000, 'job_name': 'Denmark1890Mhom', 'initial_memory': '1', 'max_memory': '1', 'name': 'Denmark_M_1890_homo', 'run_file_mcmc': 'baysian01/humans/run_mcmc_hetro.csh', 'metric': 'baysian', 'data_file': 'baysian01/datasets/HUMANS/Denmark_male_1890.csv', 'seed_file': 'baysian01/seeds/HUMANS/Humans_M.csv', 'variations': [[0.1, 10], [0.1, 10], [0.1, 10], [0.1, 10], [0.8, 1.2]], 'prior': [5, 5, 5, 5, [0.7, 1.3]], 'transform': True, 'time_range': [40, 110], 'external_hazard': '5.82189056313653', 'mcmc': 'True', 'queue': 'long', 'results_csv_file_name': 'Denmark_M_1890_homo.csv', 'index': '1', 'hetro': False, 'submission_folder': 'baysian01/simulation_results/HUMAN/Denmark_M_1890_homo/Denmark_M_1890_homo_submit_26_01_2025'}",run from baysian01,0.0,,,,False
"[True, True, True, True, True]","[1.100800302953561, 5.422146580855006, -1.3129093386413415, 1.2118065759075267, 1.8948217843713437]",-81044.33650617272,-759.2729752684681,"[0.049423736580518574, 0.014031516250980758, 0.056031919983818845, 0.07551437772542702, 0.003120304050857392]",-80303.57239548356,"{'h5_file_name': 'Denmark1890hom', 'folder': 'baysian01/simulation_results/HUMAN/Denmark_M_1890_homo', 'nsteps': 5000, 'time_step_multiplier': 38, 'npeople': 20000, 't_end': 110, 'n_jobs': '500', 'nwalkers': 10, 'n_mcmc_steps': 1000, 'job_name': 'Denmark1890Mhom', 'initial_memory': '1', 'max_memory': '1', 'name': 'Denmark_M_1890_homo', 'run_file_mcmc': 'baysian01/humans/run_mcmc_hetro.csh', 'metric': 'baysian', 'data_file': 'baysian01/datasets/HUMANS/Denmark_male_1890.csv', 'seed_file': 'baysian01/seeds/HUMANS/Humans_M.csv', 'variations': [[0.1, 10], [0.1, 10], [0.1, 10], [0.1, 10], [0.8, 1.2]], 'prior': [5, 5, 5, 5, [0.7, 1.3]], 'transform': True, 'time_range': [40, 110], 'external_hazard': '5.82189056313653', 'mcmc': 'True', 'queue': 'long', 'results_csv_file_name': 'Denmark_M_1890_homo.csv', 'index': '1', 'hetro': False, 'submission_folder': 'baysian01/simulation_results/HUMAN/Denmark_M_1890_homo/Denmark_M_1890_homo_submit_26_01_2025'}",run from baysian01,0.0,,,,False
"[True, True, True, True, True]","[1.1502240395340797, 5.015232609576575, -0.976717818738429, 3.024151641317778, 1.904182696523916]",-80307.87940088264,-22.81586997838167,"[0.049423736580518574, 0.01403151625097987, 0.05603191998381862, 0.07551437772542702, 0.003120304050857392]",-80303.57239548356,"{'h5_file_name': 'Denmark1890hom', 'folder': 'baysian01/simulation_results/HUMAN/Denmark_M_1890_homo', 'nsteps': 5000, 'time_step_multiplier': 38, 'npeople': 20000, 't_end': 110, 'n_jobs': '500', 'nwalkers': 10, 'n_mcmc_steps': 1000, 'job_name': 'Denmark1890Mhom', 'initial_memory': '1', 'max_memory': '1', 'name': 'Denmark_M_1890_homo', 'run_file_mcmc': 'baysian01/humans/run_mcmc_hetro.csh', 'metric': 'baysian', 'data_file': 'baysian01/datasets/HUMANS/Denmark_male_1890.csv', 'seed_file': 'baysian01/seeds/HUMANS/Humans_M.csv', 'variations': [[0.1, 10], [0.1, 10], [0.1, 10], [0.1, 10], [0.8, 1.2]], 'prior': [5, 5, 5, 5, [0.7, 1.3]], 'transform': True, 'time_range': [40, 110], 'external_hazard': '5.82189056313653', 'mcmc': 'True', 'queue': 'long', 'results_csv_file_name': 'Denmark_M_1890_homo.csv', 'index': '1', 'hetro': False, 'submission_folder': 'baysian01/simulation_results/HUMAN/Denmark_M_1890_homo/Denmark_M_1890_homo_submit_26_01_2025'}",run from baysian01,0.0,,,,False
"[True, True, True, True, True]","[1.199647776114598, 5.001201093325595, -0.976717818738429, 3.2506947744940593, 1.9010623924730585]",-80285.14266968236,-0.07913877810642589,"[0.049423736580518574, 0.014031516250980758, 0.05603191998381862, 0.07551437772542746, 0.003120304050857392]",-80303.57239548356,"{'h5_file_name': 'Denmark1890hom', 'folder': 'baysian01/simulation_results/HUMAN/Denmark_M_1890_homo', 'nsteps': 5000, 'time_step_multiplier': 38, 'npeople': 20000, 't_end': 110, 'n_jobs': '500', 'nwalkers': 10, 'n_mcmc_steps': 1000, 'job_name': 'Denmark1890Mhom', 'initial_memory': '1', 'max_memory': '1', 'name': 'Denmark_M_1890_homo', 'run_file_mcmc': 'baysian01/humans/run_mcmc_hetro.csh', 'metric': 'baysian', 'data_file': 'baysian01/datasets/HUMANS/Denmark_male_1890.csv', 'seed_file': 'baysian01/seeds/HUMANS/Humans_M.csv', 'variations': [[0.1, 10], [0.1, 10], [0.1, 10], [0.1, 10], [0.8, 1.2]], 'prior': [5, 5, 5, 5, [0.7, 1.3]], 'transform': True, 'time_range': [40, 110], 'external_hazard': '5.82189056313653', 'mcmc': 'True', 'queue': 'long', 'results_csv_file_name': 'Denmark_M_1890_homo.csv', 'index': '1', 'hetro': False, 'submission_folder': 'baysian01/simulation_results/HUMAN/Denmark_M_1890_homo/Denmark_M_1890_homo_submit_26_01_2025'}",run from baysian01,0.0,,,,False
"[True, True, True, True, True]","[1.4467664590171907, 4.987169577074615, -0.4163986189002416, 1.7404072199855167, 1.9010623924730585]",-80895.11900054701,-610.0554696427571,"[0.049423736580518574, 0.01403151625097987, 0.056031919983818734, 0.07551437772542702, 0.003120304050857392]",-80303.57239548356,"{'h5_file_name': 'Denmark1890hom', 'folder': 'baysian01/simulation_results/HUMAN/Denmark_M_1890_homo', 'nsteps': 5000, 'time_step_multiplier': 38, 'npeople': 20000, 't_end': 110, 'n_jobs': '500', 'nwalkers': 10, 'n_mcmc_steps': 1000, 'job_name': 'Denmark1890Mhom', 'initial_memory': '1', 'max_memory': '1', 'name': 'Denmark_M_1890_homo', 'run_file_mcmc': 'baysian01/humans/run_mcmc_hetro.csh', 'metric': 'baysian', 'data_file': 'baysian01/datasets/HUMANS/Denmark_male_1890.csv', 'seed_file': 'baysian01/seeds/HUMANS/Humans_M.csv', 'variations': [[0.1, 10], [0.1, 10], [0.1, 10], [0.1, 10], [0.8, 1.2]], 'prior': [5, 5, 5, 5, [0.7, 1.3]], 'transform': True, 'time_range': [40, 110], 'external_hazard': '5.82189056313653', 'mcmc': 'True', 'queue': 'long', 'results_csv_file_name': 'Denmark_M_1890_homo.csv', 'index': '1', 'hetro': False, 'submission_folder': 'baysian01/simulation_results/HUMAN/Denmark_M_1890_homo/Denmark_M_1890_homo_submit_26_01_2025'}",run from baysian01,0.0,,,,False
"[True, True, True, True, True]","[1.4961901955977095, 4.973138060823635, -0.4163986189002416, 1.7404072199855167, 1.8979420884222011]",-80831.66602961834,-546.6024987140845,"[0.049423736580518574, 0.014031516250980758, 0.056031919983818734, 0.07551437772542702, 0.003120304050857392]",-80303.57239548356,"{'h5_file_name': 'Denmark1890hom', 'folder': 'baysian01/simulation_results/HUMAN/Denmark_M_1890_homo', 'nsteps': 5000, 'time_step_multiplier': 38, 'npeople': 20000, 't_end': 110, 'n_jobs': '500', 'nwalkers': 10, 'n_mcmc_steps': 1000, 'job_name': 'Denmark1890Mhom', 'initial_memory': '1', 'max_memory': '1', 'name': 'Denmark_M_1890_homo', 'run_file_mcmc': 'baysian01/humans/run_mcmc_hetro.csh', 'metric': 'baysian', 'data_file': 'baysian01/datasets/HUMANS/Denmark_male_1890.csv', 'seed_file': 'baysian01/seeds/HUMANS/Humans_M.csv', 'variations': [[0.1, 10], [0.1, 10], [0.1, 10], [0.1, 10], [0.8, 1.2]], 'prior': [5, 5, 5, 5, [0.7, 1.3]], 'transform': True, 'time_range': [40, 110], 'external_hazard': '5.82189056313653', 'mcmc': 'True', 'queue': 'long', 'results_csv_file_name': 'Denmark_M_1890_homo.csv', 'index': '1', 'hetro': False, 'submission_folder': 'baysian01/simulation_results/HUMAN/Denmark_M_1890_homo/Denmark_M_1890_homo_submit_26_01_2025'}",run from baysian01,0.0,,,,False
"[True, True, True, True, True]","[1.644461405339265, 4.874917447066773, -0.36036669891642287, 3.703781040846622, 1.938506041083347]",-80812.20898770558,-527.1454568013287,"[0.04942373658051835, 0.01403151625097987, 0.056031919983818734, 0.07551437772542702, 0.003120304050857392]",-80303.57239548356,"{'h5_file_name': 'Denmark1890hom', 'folder': 'baysian01/simulation_results/HUMAN/Denmark_M_1890_homo', 'nsteps': 5000, 'time_step_multiplier': 38, 'npeople': 20000, 't_end': 110, 'n_jobs': '500', 'nwalkers': 10, 'n_mcmc_steps': 1000, 'job_name': 'Denmark1890Mhom', 'initial_memory': '1', 'max_memory': '1', 'name': 'Denmark_M_1890_homo', 'run_file_mcmc': 'baysian01/humans/run_mcmc_hetro.csh', 'metric': 'baysian', 'data_file': 'baysian01/datasets/HUMANS/Denmark_male_1890.csv', 'seed_file': 'baysian01/seeds/HUMANS/Humans_M.csv', 'variations': [[0.1, 10], [0.1, 10], [0.1, 10], [0.1, 10], [0.8, 1.2]], 'prior': [5, 5, 5, 5, [0.7, 1.3]], 'transform': True, 'time_range': [40, 110], 'external_hazard': '5.82189056313653', 'mcmc': 'True', 'queue': 'long', 'results_csv_file_name': 'Denmark_M_1890_homo.csv', 'index': '1', 'hetro': False, 'submission_folder': 'baysian01/simulation_results/HUMAN/Denmark_M_1890_homo/Denmark_M_1890_homo_submit_26_01_2025'}",run from baysian01,0.0,,,,False
