log,unique_samples,lnprobs_density,posterior,dthetas,evidence,config_params,help_text,prior_lnprobs,prior_unique_samples,prior_posterior,prior_dthetas,prior
"[True, True, True, True, True]","[-1.4041811147803318, 5.017879077333712, -1.9403614715734405, 0.36484445911781144, 2.0410864243808016]",-83258.03201248495,-159.40122241107747,"[0.06525787952047701, 0.009040859902357923, 0.05542613470593705, 0.0646950071242145, 0.0031501975133134685]",-83117.4572649686,"{'h5_file_name': 'Denmark1890Fhet', 'folder': 'baysian01/simulation_results/HUMAN/Denmark_F_1890_hetro', 'nsteps': 5000, 'time_step_multiplier': 38, 'npeople': 20000, 't_end': 110, 'n_jobs': '500', 'nwalkers': 10, 'n_mcmc_steps': 1000, 'job_name': 'Denmark1890Fhet', 'initial_memory': '1', 'max_memory': '1', 'name': 'Denmark_F_1890_hetro', 'run_file_mcmc': 'baysian01/humans/run_mcmc_hetro.csh', 'metric': 'baysian', 'data_file': 'baysian01/datasets/HUMANS/Denmark_Female_1890.csv', 'seed_file': 'baysian01/seeds/HUMANS/Humans_F.csv', 'variations': [[0.1, 10], [0.1, 10], [0.1, 10], [0.1, 10], [0.8, 1.2]], 'prior': [5, 5, 5, 5, [0.7, 1.3]], 'transform': True, 'time_range': [40, 110], 'external_hazard': '5.32', 'mcmc': 'True', 'queue': 'long', 'results_csv_file_name': 'Denmark_F_1890_hetro.csv', 'index': '1', 'hetro': True, 'submission_folder': 'baysian01/simulation_results/HUMAN/Denmark_F_1890_hetro/Denmark_F_1890_hetro_submit_02_02_2025'}","run from baysian01, hetro=True",0.0,,,,False
"[True, True, True, True, True]","[-1.4041811147803318, 5.02691993723607, -1.9403614715734405, 0.36484445911781144, 2.037936226867488]",-83222.80667632938,-124.17588625549979,"[0.06525787952047701, 0.009040859902357923, 0.05542613470593705, 0.0646950071242145, 0.0031501975133130244]",-83117.4572649686,"{'h5_file_name': 'Denmark1890Fhet', 'folder': 'baysian01/simulation_results/HUMAN/Denmark_F_1890_hetro', 'nsteps': 5000, 'time_step_multiplier': 38, 'npeople': 20000, 't_end': 110, 'n_jobs': '500', 'nwalkers': 10, 'n_mcmc_steps': 1000, 'job_name': 'Denmark1890Fhet', 'initial_memory': '1', 'max_memory': '1', 'name': 'Denmark_F_1890_hetro', 'run_file_mcmc': 'baysian01/humans/run_mcmc_hetro.csh', 'metric': 'baysian', 'data_file': 'baysian01/datasets/HUMANS/Denmark_Female_1890.csv', 'seed_file': 'baysian01/seeds/HUMANS/Humans_F.csv', 'variations': [[0.1, 10], [0.1, 10], [0.1, 10], [0.1, 10], [0.8, 1.2]], 'prior': [5, 5, 5, 5, [0.7, 1.3]], 'transform': True, 'time_range': [40, 110], 'external_hazard': '5.32', 'mcmc': 'True', 'queue': 'long', 'results_csv_file_name': 'Denmark_F_1890_hetro.csv', 'index': '1', 'hetro': True, 'submission_folder': 'baysian01/simulation_results/HUMAN/Denmark_F_1890_hetro/Denmark_F_1890_hetro_submit_02_02_2025'}","run from baysian01, hetro=True",0.0,,,,False
"[True, True, True, True, True]","[-1.3389232352598546, 5.0359607971384275, -1.9403614715734405, 0.36484445911781144, 2.037936226867488]",-83231.08181549604,-132.45102542216773,"[0.06525787952047701, 0.009040859902357923, 0.05542613470593705, 0.0646950071242145, 0.0031501975133130244]",-83117.4572649686,"{'h5_file_name': 'Denmark1890Fhet', 'folder': 'baysian01/simulation_results/HUMAN/Denmark_F_1890_hetro', 'nsteps': 5000, 'time_step_multiplier': 38, 'npeople': 20000, 't_end': 110, 'n_jobs': '500', 'nwalkers': 10, 'n_mcmc_steps': 1000, 'job_name': 'Denmark1890Fhet', 'initial_memory': '1', 'max_memory': '1', 'name': 'Denmark_F_1890_hetro', 'run_file_mcmc': 'baysian01/humans/run_mcmc_hetro.csh', 'metric': 'baysian', 'data_file': 'baysian01/datasets/HUMANS/Denmark_Female_1890.csv', 'seed_file': 'baysian01/seeds/HUMANS/Humans_F.csv', 'variations': [[0.1, 10], [0.1, 10], [0.1, 10], [0.1, 10], [0.8, 1.2]], 'prior': [5, 5, 5, 5, [0.7, 1.3]], 'transform': True, 'time_range': [40, 110], 'external_hazard': '5.32', 'mcmc': 'True', 'queue': 'long', 'results_csv_file_name': 'Denmark_F_1890_hetro.csv', 'index': '1', 'hetro': True, 'submission_folder': 'baysian01/simulation_results/HUMAN/Denmark_F_1890_hetro/Denmark_F_1890_hetro_submit_02_02_2025'}","run from baysian01, hetro=True",0.0,,,,False
"[True, True, True, True, True]","[-1.3389232352598546, 5.045001657040785, -1.9403614715734405, 0.36484445911781144, 2.037936226867488]",-83280.14516187544,-181.51437180156063,"[0.06525787952047701, 0.009040859902357035, 0.05542613470593705, 0.0646950071242145, 0.0031501975133130244]",-83117.4572649686,"{'h5_file_name': 'Denmark1890Fhet', 'folder': 'baysian01/simulation_results/HUMAN/Denmark_F_1890_hetro', 'nsteps': 5000, 'time_step_multiplier': 38, 'npeople': 20000, 't_end': 110, 'n_jobs': '500', 'nwalkers': 10, 'n_mcmc_steps': 1000, 'job_name': 'Denmark1890Fhet', 'initial_memory': '1', 'max_memory': '1', 'name': 'Denmark_F_1890_hetro', 'run_file_mcmc': 'baysian01/humans/run_mcmc_hetro.csh', 'metric': 'baysian', 'data_file': 'baysian01/datasets/HUMANS/Denmark_Female_1890.csv', 'seed_file': 'baysian01/seeds/HUMANS/Humans_F.csv', 'variations': [[0.1, 10], [0.1, 10], [0.1, 10], [0.1, 10], [0.8, 1.2]], 'prior': [5, 5, 5, 5, [0.7, 1.3]], 'transform': True, 'time_range': [40, 110], 'external_hazard': '5.32', 'mcmc': 'True', 'queue': 'long', 'results_csv_file_name': 'Denmark_F_1890_hetro.csv', 'index': '1', 'hetro': True, 'submission_folder': 'baysian01/simulation_results/HUMAN/Denmark_F_1890_hetro/Denmark_F_1890_hetro_submit_02_02_2025'}","run from baysian01, hetro=True",0.0,,,,False
"[True, True, True, True, True]","[-1.2736653557393778, 5.054042516943142, -1.9403614715734405, 0.36484445911781144, 2.037936226867488]",-83284.61967246338,-185.98888238950167,"[0.06525787952047679, 0.009040859902357923, 0.05542613470593705, 0.0646950071242145, 0.0031501975133130244]",-83117.4572649686,"{'h5_file_name': 'Denmark1890Fhet', 'folder': 'baysian01/simulation_results/HUMAN/Denmark_F_1890_hetro', 'nsteps': 5000, 'time_step_multiplier': 38, 'npeople': 20000, 't_end': 110, 'n_jobs': '500', 'nwalkers': 10, 'n_mcmc_steps': 1000, 'job_name': 'Denmark1890Fhet', 'initial_memory': '1', 'max_memory': '1', 'name': 'Denmark_F_1890_hetro', 'run_file_mcmc': 'baysian01/humans/run_mcmc_hetro.csh', 'metric': 'baysian', 'data_file': 'baysian01/datasets/HUMANS/Denmark_Female_1890.csv', 'seed_file': 'baysian01/seeds/HUMANS/Humans_F.csv', 'variations': [[0.1, 10], [0.1, 10], [0.1, 10], [0.1, 10], [0.8, 1.2]], 'prior': [5, 5, 5, 5, [0.7, 1.3]], 'transform': True, 'time_range': [40, 110], 'external_hazard': '5.32', 'mcmc': 'True', 'queue': 'long', 'results_csv_file_name': 'Denmark_F_1890_hetro.csv', 'index': '1', 'hetro': True, 'submission_folder': 'baysian01/simulation_results/HUMAN/Denmark_F_1890_hetro/Denmark_F_1890_hetro_submit_02_02_2025'}","run from baysian01, hetro=True",0.0,,,,False
"[True, True, True, True, True]","[-1.2736653557393778, 5.0630833768455, -1.9403614715734405, 0.30014945199359694, 2.037936226867488]",-83387.46291034683,-288.8321202729567,"[0.06525787952047679, 0.009040859902357923, 0.05542613470593705, 0.0646950071242145, 0.0031501975133130244]",-83117.4572649686,"{'h5_file_name': 'Denmark1890Fhet', 'folder': 'baysian01/simulation_results/HUMAN/Denmark_F_1890_hetro', 'nsteps': 5000, 'time_step_multiplier': 38, 'npeople': 20000, 't_end': 110, 'n_jobs': '500', 'nwalkers': 10, 'n_mcmc_steps': 1000, 'job_name': 'Denmark1890Fhet', 'initial_memory': '1', 'max_memory': '1', 'name': 'Denmark_F_1890_hetro', 'run_file_mcmc': 'baysian01/humans/run_mcmc_hetro.csh', 'metric': 'baysian', 'data_file': 'baysian01/datasets/HUMANS/Denmark_Female_1890.csv', 'seed_file': 'baysian01/seeds/HUMANS/Humans_F.csv', 'variations': [[0.1, 10], [0.1, 10], [0.1, 10], [0.1, 10], [0.8, 1.2]], 'prior': [5, 5, 5, 5, [0.7, 1.3]], 'transform': True, 'time_range': [40, 110], 'external_hazard': '5.32', 'mcmc': 'True', 'queue': 'long', 'results_csv_file_name': 'Denmark_F_1890_hetro.csv', 'index': '1', 'hetro': True, 'submission_folder': 'baysian01/simulation_results/HUMAN/Denmark_F_1890_hetro/Denmark_F_1890_hetro_submit_02_02_2025'}","run from baysian01, hetro=True",0.0,,,,False
"[True, True, True, True, True]","[-1.208407476218901, 5.054042516943142, -1.9403614715734405, 0.36484445911781144, 2.037936226867488]",-83288.58495847786,-189.95416840398684,"[0.06525787952047701, 0.009040859902357923, 0.05542613470593705, 0.0646950071242145, 0.0031501975133130244]",-83117.4572649686,"{'h5_file_name': 'Denmark1890Fhet', 'folder': 'baysian01/simulation_results/HUMAN/Denmark_F_1890_hetro', 'nsteps': 5000, 'time_step_multiplier': 38, 'npeople': 20000, 't_end': 110, 'n_jobs': '500', 'nwalkers': 10, 'n_mcmc_steps': 1000, 'job_name': 'Denmark1890Fhet', 'initial_memory': '1', 'max_memory': '1', 'name': 'Denmark_F_1890_hetro', 'run_file_mcmc': 'baysian01/humans/run_mcmc_hetro.csh', 'metric': 'baysian', 'data_file': 'baysian01/datasets/HUMANS/Denmark_Female_1890.csv', 'seed_file': 'baysian01/seeds/HUMANS/Humans_F.csv', 'variations': [[0.1, 10], [0.1, 10], [0.1, 10], [0.1, 10], [0.8, 1.2]], 'prior': [5, 5, 5, 5, [0.7, 1.3]], 'transform': True, 'time_range': [40, 110], 'external_hazard': '5.32', 'mcmc': 'True', 'queue': 'long', 'results_csv_file_name': 'Denmark_F_1890_hetro.csv', 'index': '1', 'hetro': True, 'submission_folder': 'baysian01/simulation_results/HUMAN/Denmark_F_1890_hetro/Denmark_F_1890_hetro_submit_02_02_2025'}","run from baysian01, hetro=True",0.0,,,,False
"[True, True, True, True, True]","[-1.208407476218901, 5.0630833768455, -1.9403614715734405, 0.30014945199359694, 2.037936226867488]",-83309.65886788713,-211.02807781325828,"[0.06525787952047701, 0.009040859902357923, 0.05542613470593705, 0.0646950071242145, 0.0031501975133130244]",-83117.4572649686,"{'h5_file_name': 'Denmark1890Fhet', 'folder': 'baysian01/simulation_results/HUMAN/Denmark_F_1890_hetro', 'nsteps': 5000, 'time_step_multiplier': 38, 'npeople': 20000, 't_end': 110, 'n_jobs': '500', 'nwalkers': 10, 'n_mcmc_steps': 1000, 'job_name': 'Denmark1890Fhet', 'initial_memory': '1', 'max_memory': '1', 'name': 'Denmark_F_1890_hetro', 'run_file_mcmc': 'baysian01/humans/run_mcmc_hetro.csh', 'metric': 'baysian', 'data_file': 'baysian01/datasets/HUMANS/Denmark_Female_1890.csv', 'seed_file': 'baysian01/seeds/HUMANS/Humans_F.csv', 'variations': [[0.1, 10], [0.1, 10], [0.1, 10], [0.1, 10], [0.8, 1.2]], 'prior': [5, 5, 5, 5, [0.7, 1.3]], 'transform': True, 'time_range': [40, 110], 'external_hazard': '5.32', 'mcmc': 'True', 'queue': 'long', 'results_csv_file_name': 'Denmark_F_1890_hetro.csv', 'index': '1', 'hetro': True, 'submission_folder': 'baysian01/simulation_results/HUMAN/Denmark_F_1890_hetro/Denmark_F_1890_hetro_submit_02_02_2025'}","run from baysian01, hetro=True",0.0,,,,False
"[True, True, True, True, True]","[-1.208407476218901, 5.0630833768455, -1.9403614715734405, 0.36484445911781144, 2.037936226867488]",-83304.83035249684,-206.1995624229603,"[0.06525787952047701, 0.009040859902357923, 0.05542613470593705, 0.0646950071242145, 0.0031501975133130244]",-83117.4572649686,"{'h5_file_name': 'Denmark1890Fhet', 'folder': 'baysian01/simulation_results/HUMAN/Denmark_F_1890_hetro', 'nsteps': 5000, 'time_step_multiplier': 38, 'npeople': 20000, 't_end': 110, 'n_jobs': '500', 'nwalkers': 10, 'n_mcmc_steps': 1000, 'job_name': 'Denmark1890Fhet', 'initial_memory': '1', 'max_memory': '1', 'name': 'Denmark_F_1890_hetro', 'run_file_mcmc': 'baysian01/humans/run_mcmc_hetro.csh', 'metric': 'baysian', 'data_file': 'baysian01/datasets/HUMANS/Denmark_Female_1890.csv', 'seed_file': 'baysian01/seeds/HUMANS/Humans_F.csv', 'variations': [[0.1, 10], [0.1, 10], [0.1, 10], [0.1, 10], [0.8, 1.2]], 'prior': [5, 5, 5, 5, [0.7, 1.3]], 'transform': True, 'time_range': [40, 110], 'external_hazard': '5.32', 'mcmc': 'True', 'queue': 'long', 'results_csv_file_name': 'Denmark_F_1890_hetro.csv', 'index': '1', 'hetro': True, 'submission_folder': 'baysian01/simulation_results/HUMAN/Denmark_F_1890_hetro/Denmark_F_1890_hetro_submit_02_02_2025'}","run from baysian01, hetro=True",0.0,,,,False
"[True, True, True, True, True]","[-1.208407476218901, 5.081165096650216, -1.9403614715734405, 0.30014945199359694, 2.037936226867488]",-83509.448149117,-410.8173590431252,"[0.06525787952047701, 0.009040859902357923, 0.05542613470593705, 0.0646950071242145, 0.0031501975133130244]",-83117.4572649686,"{'h5_file_name': 'Denmark1890Fhet', 'folder': 'baysian01/simulation_results/HUMAN/Denmark_F_1890_hetro', 'nsteps': 5000, 'time_step_multiplier': 38, 'npeople': 20000, 't_end': 110, 'n_jobs': '500', 'nwalkers': 10, 'n_mcmc_steps': 1000, 'job_name': 'Denmark1890Fhet', 'initial_memory': '1', 'max_memory': '1', 'name': 'Denmark_F_1890_hetro', 'run_file_mcmc': 'baysian01/humans/run_mcmc_hetro.csh', 'metric': 'baysian', 'data_file': 'baysian01/datasets/HUMANS/Denmark_Female_1890.csv', 'seed_file': 'baysian01/seeds/HUMANS/Humans_F.csv', 'variations': [[0.1, 10], [0.1, 10], [0.1, 10], [0.1, 10], [0.8, 1.2]], 'prior': [5, 5, 5, 5, [0.7, 1.3]], 'transform': True, 'time_range': [40, 110], 'external_hazard': '5.32', 'mcmc': 'True', 'queue': 'long', 'results_csv_file_name': 'Denmark_F_1890_hetro.csv', 'index': '1', 'hetro': True, 'submission_folder': 'baysian01/simulation_results/HUMAN/Denmark_F_1890_hetro/Denmark_F_1890_hetro_submit_02_02_2025'}","run from baysian01, hetro=True",0.0,,,,False
